DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871583;Vyšný Orlík;528081;Vyšný Orlík;712;Svidník;7;Prešovský;14781526;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Vyšný Orlík;SK041C528081
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871591;Vyšný Skálnik;515809;Vyšný Skálnik;609;Rimavská Sobota;6;Banskobystrický;5053349;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Vyšný Skálnik;SK0329515809
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871605;Vyšný Slavkov;526614;Vyšný Slavkov;704;Levoča;7;Prešovský;17162854;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Vyšný Slavkov;SK0414526614
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871613;Vyšný Tvarožec;519952;Vyšný Tvarožec;701;Bardejov;7;Prešovský;8211549;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Vyšný Tvarožec;SK0411519952
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871621;Vyšný Žipov;529257;Vyšný Žipov;713;Vranov nad Topľou;7;Prešovský;9326151;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Vyšný Žipov;SK041D529257
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871648;Zábiedovo;510190;Zábiedovo;510;Tvrdošín;5;Žilinský;17973994;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Tvrdošín;SK031A;Zábiedovo;SK031A510190
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871664;Záblatie;505820;Trenčín;309;Trenčín;3;Trenčiansky;8836058;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Trenčín;SK0229505820
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871672;Záborie;512818;Záborie;506;Martin;5;Žilinský;5195960;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Záborie;SK0316512818
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871681;Záborské;525448;Záborské;707;Prešov;7;Prešovský;5371950;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Záborské;SK0417525448
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871699;Dvorníky;559873;Dvorníky-Včeláre;806;Košice - okolie;8;Košický;9609828;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Dvorníky-Včeláre;SK0426559873
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871702;Včeláre;559873;Dvorníky-Včeláre;806;Košice - okolie;8;Košický;4050696;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Dvorníky-Včeláre;SK0426559873
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871711;Zádiel;559881;Zádiel;806;Košice - okolie;8;Košický;3516195;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Zádiel;SK0426559881
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871729;Zádor;515817;Zádor;609;Rimavská Sobota;6;Banskobystrický;3463171;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Zádor;SK0329515817
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871737;Zádubnie;517402;Žilina;511;Žilina;5;Žilinský;3838516;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Žilina;SK031B517402
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871745;Záhor;523330;Záhor;809;Sobrance;8;Košický;7700523;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Záhor;SK0429523330
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871770;Záhorce;516546;Záhorce;610;Veľký Krtíš;6;Banskobystrický;17976171;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Záhorce;SK032A516546
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871788;Záhorie;500267;Záhorie (vojenský obvod);106;Malacky;1;Bratislavský;62897157;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Záhorie (vojenský obvod);SK0106500267
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871796;Záhorská Bystrica;529427;Bratislava-Záhorská Bystrica;104;Bratislava IV;1;Bratislavský;32297811;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Bratislava IV;SK0104;Bratislava-Záhorská Bystrica;SK0104529427
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871800;Hrubé lúky;508233;Stupava;106;Malacky;1;Bratislavský;2132894;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Stupava;SK0106508233
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871818;Bystrická hora;508233;Stupava;106;Malacky;1;Bratislavský;514689;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Stupava;SK0106508233
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871826;Záhorská Ves;508365;Záhorská Ves;106;Malacky;1;Bratislavský;13025197;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Záhorská Ves;SK0106508365
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871834;Záhradné;525456;Záhradné;707;Prešov;7;Prešovský;8772866;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Záhradné;SK0417525456
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871851;Zacharovce;557927;Zacharovce;609;Rimavská Sobota;6;Banskobystrický;6810976;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Zacharovce;SK0329557927
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871915;Zaježová;518689;Pliešovce;611;Zvolen;6;Banskobystrický;24488775;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Pliešovce;SK032B518689
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;871940;Zákamenné;510203;Zákamenné;507;Námestovo;5;Žilinský;42902959;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Zákamenné;SK0317510203
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872253;Zákopčie;509523;Zákopčie;502;Čadca;5;Žilinský;29631111;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Čadca;SK0312;Zákopčie;SK0312509523
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872261;Zalaba;502961;Zalaba;402;Levice;4;Nitriansky;7353613;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Zalaba;SK0232502961
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872270;Zálesie;555509;Zálesie;108;Senec;1;Bratislavský;5865836;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Zálesie;SK0108555509
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872296;Zálesie;524115;Zálesie;703;Kežmarok;7;Prešovský;4789010;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Zálesie;SK0413524115
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872300;Zamarovce;556475;Zamarovce;309;Trenčín;3;Trenčiansky;3928330;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Zamarovce;SK0229556475
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872326;Zámutov;529265;Zámutov;713;Vranov nad Topľou;7;Prešovský;41233616;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Zámutov;SK041D529265
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872342;Záriečie;513814;Záriečie;308;Púchov;3;Trenčiansky;9417518;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Záriečie;SK0228513814
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872369;Záskalie;513822;Záskalie;306;Považská Bystrica;3;Trenčiansky;2387846;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Záskalie;SK0226513822
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872377;Zástranie;517402;Žilina;511;Žilina;5;Žilinský;6065097;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Žilina;SK031B517402
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872393;Zatín;543977;Zatín;811;Trebišov;8;Košický;21779789;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zatín;SK042B543977
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872407;Záturčie;512036;Martin;506;Martin;5;Žilinský;10563067;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Martin;SK0316512036
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872423;Závada;505773;Závada;406;Topoľčany;4;Nitriansky;8946037;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Závada;SK0236505773
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872431;Trenčianska Závada;506281;Nemšová;309;Trenčín;3;Trenčiansky;7242348;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Nemšová;SK0229506281
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872440;Závada;516554;Závada;610;Veľký Krtíš;6;Banskobystrický;9609120;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Závada;SK032A516554
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872458;Závada;543292;Levoča;704;Levoča;7;Prešovský;6622262;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Levoča;SK0414543292
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872466;Závada;529273;Závada;702;Humenné;7;Prešovský;9033553;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Závada;SK0412529273
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872482;Závada pod Čiernym vrchom;543136;Kšinná;301;Bánovce nad Bebravou;3;Trenčiansky;15895496;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Kšinná;SK0221543136
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872491;Závadka;521043;Závadka;702;Humenné;7;Prešovský;5703644;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Závadka;SK0412521043
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872504;Závadka;523348;Závadka;807;Michalovce;8;Košický;5018060;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Závadka;SK0427523348
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872512;Závadka;524425;Geraltov;707;Prešov;7;Prešovský;2188922;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Geraltov;SK0417524425
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872547;Závadka;526631;Závadka;801;Gelnica;8;Košický;22427807;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Závadka;SK0421526631
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872563;Závadka nad Hronom;509124;Závadka nad Hronom;603;Brezno;6;Banskobystrický;41184209;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Závadka nad Hronom;SK0323509124
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872580;Zavar;507768;Zavar;207;Trnava;2;Trnavský;13950181;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Zavar;SK0217507768
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872598;Orechové;505820;Trenčín;309;Trenčín;3;Trenčiansky;3876970;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Trenčín;SK0229505820
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872601;Istebník;505820;Trenčín;309;Trenčín;3;Trenčiansky;4844702;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Trenčín;SK0229505820
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872644;Závažná Poruba;511196;Závažná Poruba;505;Liptovský Mikuláš;5;Žilinský;18663663;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Závažná Poruba;SK0315511196
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872679;Závod;504980;Závod;106;Malacky;1;Bratislavský;27373777;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Závod;SK0106504980
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872806;Zázrivá;510211;Zázrivá;503;Dolný Kubín;5;Žilinský;67249192;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Zázrivá;SK0313510211
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872822;Zbehňov;543985;Zbehňov;811;Trebišov;8;Košický;5032255;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zbehňov;SK042B543985
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872831;Zbehy;500950;Zbehy;403;Nitra;4;Nitriansky;16617530;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Zbehy;SK0233500950
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872849;Zboj;521051;Zboj;709;Snina;7;Prešovský;50541738;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Zboj;SK0419521051
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872857;Zbojné;521060;Zbojné;705;Medzilaborce;7;Prešovský;18157397;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Zbojné;SK0415521060
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872873;Zbora;512940;Dohňany;308;Púchov;3;Trenčiansky;12771133;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Dohňany;SK0228512940
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872881;Zborov;519961;Zborov;701;Bardejov;7;Prešovský;19630661;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Zborov;SK0411519961
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872903;Zborov nad Bystricou;509531;Zborov nad Bystricou;502;Čadca;5;Žilinský;18708718;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Čadca;SK0312;Zborov nad Bystricou;SK0312509531
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872911;Dolné Zbrojníky;502979;Zbrojníky;402;Levice;4;Nitriansky;7813201;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Zbrojníky;SK0232502979
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872920;Horné Zbrojníky;502979;Zbrojníky;402;Levice;4;Nitriansky;8547087;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Zbrojníky;SK0232502979
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872946;Zbudská Belá;521078;Zbudská Belá;705;Medzilaborce;7;Prešovský;15973407;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Zbudská Belá;SK0415521078
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872954;Zbudské Dlhé;521086;Zbudské Dlhé;702;Humenné;7;Prešovský;8357184;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Zbudské Dlhé;SK0412521086
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872962;Zbudský Rokytov;520250;Rokytov pri Humennom;702;Humenné;7;Prešovský;9602538;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Rokytov pri Humennom;SK0412520250
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872971;Zbudza;523356;Zbudza;807;Michalovce;8;Košický;9074642;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Zbudza;SK0427523356
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872989;Zbyňov;518131;Zbyňov;511;Žilina;5;Žilinský;7046266;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Zbyňov;SK031B518131
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;872997;Zeleneč;507776;Zeleneč;207;Trnava;2;Trnavský;11745727;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Zeleneč;SK0217507776
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873004;Zemianska Dedina;509876;Nižná;510;Tvrdošín;5;Žilinský;5718510;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Tvrdošín;SK031A;Nižná;SK031A509876
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873021;Zemianska Olča;501417;Zemianska Olča;401;Komárno;4;Nitriansky;27942160;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Zemianska Olča;SK0231501417
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873039;Zemianska Závada;513563;Prečín;306;Považská Bystrica;3;Trenčiansky;3426647;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Prečín;SK0226513563
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873055;Zemianske Kostoľany;514454;Zemianske Kostoľany;307;Prievidza;3;Trenčiansky;12772322;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Zemianske Kostoľany;SK0227514454
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873063;Zemianske Lieskové;545686;Melčice-Lieskové;309;Trenčín;3;Trenčiansky;8144932;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Melčice-Lieskové;SK0229545686
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873080;Zemianske Podhradie;556441;Zemianske Podhradie;304;Nové Mesto nad Váhom;3;Trenčiansky;8230823;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Zemianske Podhradie;SK0224556441
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873098;Zemianske Sady;504181;Zemianske Sady;202;Galanta;2;Trnavský;8053334;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Zemianske Sady;SK0212504181
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873101;Zemiansky Kvašov;512842;Považská Bystrica;306;Považská Bystrica;3;Trenčiansky;3550232;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Považská Bystrica;SK0226512842
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873136;Zemiansky Vrbovok;518956;Zemiansky Vrbovok;605;Krupina;6;Banskobystrický;8405928;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Zemiansky Vrbovok;SK0325518956
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873152;Zemné;503649;Zemné;404;Nové Zámky;4;Nitriansky;26344958;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Zemné;SK0234503649
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873161;Zemplín;543993;Zemplín;811;Trebišov;8;Košický;14666901;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplín;SK042B543993
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873179;Stanča;513849;Stanča;811;Trebišov;8;Košický;5497500;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Stanča;SK042B513849
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873187;Úpor;544001;Zemplínska Nová Ves;811;Trebišov;8;Košický;6721814;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínska Nová Ves;SK042B544001
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873195;Zemplínsky Klečenov;544001;Zemplínska Nová Ves;811;Trebišov;8;Košický;3983143;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínska Nová Ves;SK042B544001
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873209;Zemplínska Široká;523364;Zemplínska Široká;807;Michalovce;8;Košický;16245858;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Zemplínska Široká;SK0427523364
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873217;Zemplínska Teplica;544019;Zemplínska Teplica;811;Trebišov;8;Košický;26812147;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínska Teplica;SK042B544019
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873225;Zemplínske Hámre;521108;Zemplínske Hámre;709;Snina;7;Prešovský;8445482;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Zemplínske Hámre;SK0419521108
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873241;Zemplínske Hradište;544027;Zemplínske Hradište;811;Trebišov;8;Košický;20173230;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínske Hradište;SK042B544027
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873250;Zemplínske Jastrabie;544035;Zemplínske Jastrabie;811;Trebišov;8;Košický;10734818;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínske Jastrabie;SK042B544035
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873268;Zemplínsky Branč;544043;Zemplínsky Branč;811;Trebišov;8;Košický;7248553;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Zemplínsky Branč;SK042B544043
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873284;Zlatá Baňa;525472;Zlatá Baňa;707;Prešov;7;Prešovský;31731797;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Zlatá Baňa;SK0417525472
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873322;Zlatá Idka;522244;Zlatá Idka;806;Košice - okolie;8;Košický;16872068;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Zlatá Idka;SK0426522244
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873349;Zlaté;519979;Zlaté;701;Bardejov;7;Prešovský;14338576;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Zlaté;SK0411519979
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873365;Čenkovce;580554;Čenkovce;201;Dunajská Streda;2;Trnavský;5541983;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Čenkovce;SK0211580554
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873373;Maslovce;580554;Čenkovce;201;Dunajská Streda;2;Trnavský;6028055;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Čenkovce;SK0211580554
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873390;Rastice;502022;Zlaté Klasy;201;Dunajská Streda;2;Trnavský;11962995;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Zlaté Klasy;SK0211502022
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873420;Prílepy;500968;Zlaté Moravce;407;Zlaté Moravce;4;Nitriansky;7149149;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Zlaté Moravce;SK0237500968
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873438;Zlaté Moravce;500968;Zlaté Moravce;407;Zlaté Moravce;4;Nitriansky;19252707;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Zlaté Moravce;SK0237500968
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873462;Zlatná na Ostrove;501425;Zlatná na Ostrove;401;Komárno;4;Nitriansky;35309627;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Zlatná na Ostrove;SK0231501425
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;873471;Zlatník;529281;Zlatník;713;Vranov nad Topľou;7;Prešovský;6284693;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Zlatník;SK041D529281
